age, job , marital , education , default , balance , housing , loan , contact , day , month , duration , campaign , pdays , previous , poutcome , y 
33, management , single , tertiary , no ,973, no , no , cellular ,29, jan ,762,1,-1,0, unknown , no 
57, admin. , married , unknown , no ,0, yes , no , unknown ,15, may ,215,2,-1,0, unknown , no 
52, blue-collar , single , primary , no ,210, yes , no , unknown ,12, may ,154,1,-1,0, unknown , no 
33, technician , married , tertiary , no ,1699, no , no , cellular ,4, aug ,600,1,-1,0, unknown , yes 
59, self-employed , married , tertiary , no ,10360, no , no , unknown ,6, jun ,37,1,-1,0, unknown , no 
37, admin. , married , secondary , no ,11303, no , no , cellular ,26, may ,500,2,-1,0, unknown , no 
27, technician , married , secondary , no ,2735, yes , no , cellular ,29, jan ,205,1,-1,0, unknown , no 
48, technician , divorced , tertiary , no ,113, no , yes , cellular ,22, jul ,38,1,-1,0, unknown , no 
56, technician , divorced , secondary , no ,0, yes , no , cellular ,9, feb ,139,5,265,4, failure , no 
35, blue-collar , married , secondary , no ,616, no , no , cellular ,9, jul ,317,1,-1,0, unknown , no 
60, management , married , tertiary , no ,36, yes , no , unknown ,16, may ,194,3,-1,0, unknown , no 
82, retired , married , tertiary , no ,278, no , no , cellular ,16, feb ,223,7,-1,0, unknown , no 
49, technician , married , secondary , yes ,-1680, yes , yes , unknown ,27, jun ,92,4,-1,0, unknown , no 
56, blue-collar , married , secondary , no ,527, no , yes , telephone ,23, jul ,122,4,-1,0, unknown , no 
27, technician , married , tertiary , no ,77, yes , no , cellular ,16, jul ,143,1,-1,0, unknown , no 
46, services , married , secondary , no ,561, yes , no , cellular ,9, feb ,84,4,256,7, failure , no 
51, management , divorced , tertiary , no ,3415, yes , no , unknown ,19, jun ,677,1,-1,0, unknown , no 
49, services , single , secondary , no ,133, no , no , unknown ,11, jun ,319,6,-1,0, unknown , no 
47, management , married , tertiary , no ,1493, no , no , cellular ,31, jul ,89,5,-1,0, unknown , no 
56, admin. , married , secondary , no ,33, no , yes , cellular ,19, nov ,111,1,-1,0, unknown , no 
52, technician , married , tertiary , no ,1785, no , no , cellular ,13, aug ,349,1,-1,0, unknown , no 
44, unknown , single , secondary , no ,2023, no , no , cellular ,30, jul ,67,21,-1,0, unknown , no 
45, self-employed , divorced , tertiary , yes ,75, yes , yes , cellular ,4, feb ,236,1,-1,0, unknown , no 
61, retired , married , unknown , no ,209, no , no , cellular ,16, nov ,1011,1,94,4, success , no 
49, management , married , secondary , no ,543, yes , no , unknown ,20, may ,213,3,-1,0, unknown , no 
31, blue-collar , married , primary , yes ,0, yes , no , unknown ,27, may ,159,2,-1,0, unknown , no 
42, admin. , single , secondary , no ,243, yes , no , unknown ,14, may ,46,5,-1,0, unknown , no 
32, management , single , tertiary , no ,1077, no , no , cellular ,5, aug ,200,1,717,4, failure , no 
50, admin. , single , secondary , no ,424, yes , no , unknown ,12, may ,72,2,-1,0, unknown , no 
35, technician , married , secondary , no ,222, yes , no , cellular ,14, may ,165,5,177,7, failure , no 
34, technician , single , tertiary , no ,228, yes , no , cellular ,22, jul ,387,4,-1,0, unknown , no 
50, blue-collar , divorced , secondary , no ,881, yes , yes , cellular ,20, apr ,162,1,-1,0, unknown , no 
51, blue-collar , married , secondary , no ,-237, yes , yes , cellular ,20, apr ,379,3,320,2, other , no 
37, admin. , divorced , tertiary , no ,-65, no , no , cellular ,21, jul ,226,1,-1,0, unknown , no 
50, blue-collar , married , secondary , no ,160, yes , no , unknown ,13, may ,334,1,-1,0, unknown , no 
41, admin. , married , secondary , no ,1395, yes , yes , cellular ,11, may ,85,1,308,2, failure , no 
30, technician , married , secondary , no ,24, yes , no , cellular ,18, jul ,112,3,-1,0, unknown , no 
49, blue-collar , single , primary , no ,-165, yes , yes , cellular ,28, jul ,151,3,-1,0, unknown , no 
57, services , married , secondary , no ,68, yes , no , cellular ,8, may ,65,2,-1,0, unknown , no 
33, admin. , married , tertiary , no ,88, yes , yes , cellular ,18, nov ,86,1,-1,0, unknown , no 
32, technician , single , secondary , no ,0, yes , yes , unknown ,6, may ,135,3,-1,0, unknown , no 
26, management , single , secondary , no ,565, yes , no , unknown ,6, jun ,582,11,-1,0, unknown , no 
29, technician , single , secondary , no ,113, no , no , cellular ,12, feb ,328,2,183,4, success , yes 
65, retired , married , primary , no ,1004, no , no , cellular ,28, oct ,371,1,-1,0, unknown , yes 
38, technician , single , secondary , no ,1270, yes , yes , cellular ,15, may ,164,1,337,6, other , no 
49, admin. , divorced , secondary , no ,266, yes , no , unknown ,29, may ,162,2,-1,0, unknown , no 
41, self-employed , single , tertiary , no ,10346, no , no , cellular ,14, dec ,352,1,182,3, success , no 
57, management , married , secondary , no ,3381, yes , no , unknown ,15, may ,75,1,-1,0, unknown , no 
38, blue-collar , married , secondary , no ,-579, yes , yes , unknown ,28, may ,195,2,-1,0, unknown , no 
57, retired , married , secondary , no ,12917, yes , no , unknown ,2, jun ,91,3,-1,0, unknown , no 
37, management , single , tertiary , no ,400, yes , no , unknown ,16, jun ,244,1,-1,0, unknown , no 
51, housemaid , married , tertiary , no ,990, no , no , telephone ,21, aug ,189,5,-1,0, unknown , no 
42, management , married , primary , no ,860, yes , no , unknown ,15, may ,90,3,-1,0, unknown , no 
28, admin. , single , secondary , no ,19, no , no , cellular ,8, jul ,78,4,-1,0, unknown , no 
46, technician , married , secondary , no ,4956, yes , no , unknown ,16, may ,74,1,-1,0, unknown , no 
42, services , divorced , secondary , no ,83, no , no , cellular ,13, may ,300,5,358,6, failure , no 
38, admin. , married , secondary , no ,70, no , yes , unknown ,2, jul ,199,1,-1,0, unknown , no 
39, technician , married , tertiary , no ,-1099, yes , no , cellular ,30, jul ,56,9,-1,0, unknown , no 
27, student , single , secondary , no ,162, no , no , telephone ,20, apr ,116,1,-1,0, unknown , no 
49, blue-collar , married , primary , no ,816, yes , no , cellular ,17, apr ,76,1,260,7, failure , no 
34, technician , single , secondary , no ,3311, no , no , cellular ,1, oct ,197,2,-1,0, unknown , no 
61, technician , married , secondary , no ,1191, no , no , cellular ,21, may ,214,4,-1,0, unknown , yes 
50, admin. , married , secondary , no ,1431, no , no , cellular ,20, aug ,112,4,-1,0, unknown , no 
34, management , married , tertiary , no ,363, no , no , unknown ,21, may ,171,5,-1,0, unknown , no 
45, management , married , tertiary , no ,96, yes , no , cellular ,20, nov ,167,1,127,1, failure , no 
39, services , married , primary , no ,276, yes , yes , cellular ,13, may ,628,1,-1,0, unknown , no 
45, blue-collar , married , secondary , no ,156, yes , yes , unknown ,28, may ,47,1,-1,0, unknown , no 
54, blue-collar , married , primary , no ,1849, no , no , cellular ,12, aug ,127,4,-1,0, unknown , no 
34, management , married , tertiary , no ,1870, yes , no , cellular ,3, jun ,68,1,-1,0, unknown , no 
30, management , single , tertiary , no ,162, yes , no , unknown ,20, may ,186,4,-1,0, unknown , no 
38, blue-collar , single , secondary , no ,93, no , no , unknown ,9, jun ,92,6,-1,0, unknown , no 
29, management , single , tertiary , no ,15459, no , no , cellular ,18, feb ,264,7,-1,0, unknown , yes 
51, blue-collar , married , primary , no ,2095, yes , yes , cellular ,2, feb ,438,4,-1,0, unknown , no 
43, unemployed , married , secondary , no ,775, no , no , cellular ,30, apr ,488,1,-1,0, unknown , no 
37, management , single , tertiary , no ,1730, no , no , cellular ,19, mar ,167,1,-1,0, unknown , yes 
44, self-employed , married , tertiary , no ,8402, yes , no , cellular ,18, aug ,515,5,-1,0, unknown , no 
27, technician , single , secondary , no ,63, no , no , cellular ,5, feb ,98,1,-1,0, unknown , no 
51, retired , married , primary , no ,2525, no , no , unknown ,11, jun ,184,2,-1,0, unknown , no 
26, management , single , tertiary , no ,-630, yes , yes , unknown ,3, jun ,192,2,-1,0, unknown , no 
36, entrepreneur , divorced , tertiary , no ,219, no , no , cellular ,26, aug ,358,4,-1,0, unknown , no 
29, services , married , secondary , no ,3, yes , no , cellular ,10, jul ,183,1,-1,0, unknown , no 
50, services , married , secondary , no ,1683, no , no , telephone ,9, jul ,56,1,-1,0, unknown , no 
56, retired , married , secondary , no ,20, no , yes , cellular ,19, aug ,153,3,-1,0, unknown , no 
33, admin. , single , secondary , no ,1834, yes , no , cellular ,21, nov ,11,2,-1,0, unknown , no 
47, technician , married , secondary , no ,3973, no , no , cellular ,6, aug ,732,2,-1,0, unknown , no 
42, management , married , unknown , no ,587, yes , no , unknown ,19, jun ,16,9,-1,0, unknown , no 
50, services , married , secondary , no ,5569, no , no , cellular ,7, aug ,103,4,-1,0, unknown , no 
65, retired , married , primary , no ,493, no , no , cellular ,16, oct ,622,1,182,1, failure , no 
45, admin. , divorced , primary , no ,429, yes , no , cellular ,22, apr ,147,1,181,1, success , yes 
49, admin. , married , secondary , no ,12, no , no , unknown ,30, jun ,217,2,-1,0, unknown , no 
42, technician , married , secondary , no ,314, no , no , cellular ,27, aug ,11,22,-1,0, unknown , no 
33, management , divorced , tertiary , no ,2695, yes , no , cellular ,12, aug ,711,3,-1,0, unknown , no 
35, admin. , single , secondary , no ,141, no , no , cellular ,11, jul ,146,2,-1,0, unknown , no 
59, services , married , primary , no ,4295, no , no , telephone ,29, jul ,129,3,-1,0, unknown , no 
29, blue-collar , married , secondary , no ,912, yes , no , cellular ,13, may ,785,1,-1,0, unknown , no 
29, blue-collar , married , secondary , no ,294, yes , no , unknown ,14, may ,594,2,-1,0, unknown , no 
57, blue-collar , married , secondary , no ,2058, yes , no , telephone ,18, may ,23,2,-1,0, unknown , no 
38, technician , single , secondary , no ,1255, yes , no , cellular ,17, nov ,151,2,171,2, failure , no 
30, management , single , tertiary , no ,536, no , no , cellular ,2, jul ,309,1,-1,0, unknown , yes 
43, management , married , tertiary , yes ,0, no , no , cellular ,21, jul ,455,2,-1,0, unknown , no 
29, services , single , secondary , no ,2559, no , no , cellular ,4, feb ,214,2,-1,0, unknown , no 
48, blue-collar , married , secondary , no ,904, yes , no , unknown ,5, may ,128,2,-1,0, unknown , no 
41, services , married , unknown , no ,5980, yes , no , cellular ,31, jul ,150,3,-1,0, unknown , no 
25, technician , single , secondary , no ,5695, no , no , cellular ,16, nov ,124,1,-1,0, unknown , no 
38, services , married , secondary , no ,5000, no , no , cellular ,4, dec ,720,5,536,5, failure , no 
67, retired , divorced , primary , no ,1746, no , no , cellular ,5, aug ,134,1,-1,0, unknown , no 
49, blue-collar , married , primary , no ,364, no , no , cellular ,4, aug ,134,1,-1,0, unknown , no 
40, housemaid , married , secondary , no ,4610, no , no , cellular ,14, aug ,154,2,-1,0, unknown , no 
43, management , married , tertiary , no ,-334, yes , no , cellular ,7, aug ,291,1,-1,0, unknown , no 
43, technician , married , secondary , no ,310, yes , no , unknown ,29, may ,291,1,-1,0, unknown , no 
58, management , married , secondary , no ,-382, no , no , cellular ,31, jul ,644,12,-1,0, unknown , yes 
34, blue-collar , married , secondary , no ,0, yes , no , cellular ,17, nov ,301,1,-1,0, unknown , no 
42, services , single , secondary , no ,838, yes , no , cellular ,19, nov ,266,2,-1,0, unknown , no 
34, blue-collar , married , secondary , no ,34, no , no , cellular ,30, jan ,379,1,-1,0, unknown , no 
28, blue-collar , married , primary , no ,0, no , no , unknown ,14, may ,17,24,-1,0, unknown , no 
50, management , divorced , tertiary , no ,-398, yes , yes , cellular ,21, jul ,172,1,-1,0, unknown , no 
29, blue-collar , single , primary , no ,170, yes , no , cellular ,8, jul ,216,1,-1,0, unknown , no 
31, self-employed , married , secondary , no ,2153, yes , no , cellular ,11, may ,239,3,172,1, failure , no 
37, self-employed , single , secondary , no ,125, no , no , unknown ,5, jun ,56,1,-1,0, unknown , no 
34, services , single , tertiary , no ,88, no , no , cellular ,26, feb ,180,1,-1,0, unknown , no 
35, management , single , tertiary , no ,134, no , no , cellular ,4, feb ,219,1,-1,0, unknown , no 
48, blue-collar , married , unknown , no ,439, yes , no , cellular ,2, feb ,212,1,249,2, other , no 
39, admin. , divorced , secondary , no ,32, no , yes , unknown ,20, jun ,8,10,-1,0, unknown , no 
26, student , single , secondary , no ,620, no , no , cellular ,17, feb ,104,1,-1,0, unknown , yes 
33, housemaid , single , primary , no ,39, yes , no , cellular ,16, jul ,332,3,-1,0, unknown , no 
36, management , single , tertiary , no ,891, yes , no , unknown ,29, may ,233,5,-1,0, unknown , no 
33, technician , married , tertiary , no ,8023, no , no , cellular ,30, nov ,107,1,105,3, failure , no 
35, technician , married , tertiary , no ,0, yes , yes , cellular ,26, apr ,135,3,363,2, failure , no 
58, blue-collar , married , primary , no ,494, no , no , cellular ,14, aug ,171,10,-1,0, unknown , no 
47, admin. , married , secondary , no ,411, yes , no , cellular ,13, may ,157,1,-1,0, unknown , no 
27, admin. , single , secondary , no ,557, yes , no , cellular ,13, may ,466,2,-1,0, unknown , no 
46, blue-collar , married , secondary , no ,922, yes , no , telephone ,18, nov ,296,2,-1,0, unknown , no 
55, unemployed , single , primary , no ,274, no , no , cellular ,9, feb ,7,5,-1,0, unknown , no 
25, services , single , secondary , no ,-61, yes , no , unknown ,21, may ,203,2,-1,0, unknown , no 
32, services , married , secondary , no ,132, yes , yes , unknown ,19, may ,343,2,-1,0, unknown , no 
55, technician , married , secondary , no ,77, yes , no , unknown ,23, jun ,364,2,-1,0, unknown , no 
42, blue-collar , married , secondary , no ,230, yes , no , unknown ,5, jun ,175,7,-1,0, unknown , no 
26, admin. , divorced , secondary , no ,-45, yes , no , unknown ,4, jun ,357,2,-1,0, unknown , no 
26, services , divorced , primary , no ,633, yes , no , unknown ,27, may ,326,2,-1,0, unknown , no 
47, blue-collar , married , secondary , no ,310, no , no , cellular ,19, nov ,353,2,-1,0, unknown , no 
54, management , single , tertiary , no ,4393, yes , no , unknown ,16, may ,1297,3,-1,0, unknown , yes 
35, management , single , tertiary , no ,-146, yes , no , cellular ,14, may ,279,1,266,1, failure , no 
30, blue-collar , married , secondary , no ,365, no , no , unknown ,1, jul ,381,4,-1,0, unknown , no 
41, technician , married , secondary , no ,7870, yes , no , cellular ,20, nov ,48,2,-1,0, unknown , no 
34, admin. , married , secondary , no ,510, no , no , cellular ,27, aug ,33,7,-1,0, unknown , no 
56, technician , divorced , secondary , no ,179, no , no , cellular ,18, jul ,536,1,-1,0, unknown , yes 
34, technician , married , tertiary , no ,7717, yes , no , cellular ,18, nov ,386,1,-1,0, unknown , no 
58, retired , married , secondary , no ,4700, no , no , telephone ,16, feb ,93,6,-1,0, unknown , no 
31, management , married , tertiary , no ,732, yes , no , cellular ,29, jan ,542,1,241,1, failure , no 
33, admin. , single , secondary , no ,223, yes , yes , cellular ,14, may ,15,11,352,4, failure , no 
50, management , married , tertiary , no ,1822, yes , no , cellular ,20, apr ,6,1,-1,0, unknown , no 
